observed,predicted,n_aa_substitutions,target,abs_error,observed_quality
0.03027,0.0034118472,1,prob_escape,0.026858155,2
0.005867,0.0034118472,1,prob_escape,0.002455153,2
0.006021,0.0034118472,1,prob_escape,0.0026091528,2
0.04686,0.0034118472,1,prob_escape,0.04344815,2
0.0,0.0034118472,1,prob_escape,0.0034118472,2
0.02314,0.0034118472,1,prob_escape,0.019728154,2
0.0353,0.0034118472,1,prob_escape,0.031888153,2
0.0,0.0034118472,1,prob_escape,0.0034118472,2
0.0,0.0034118472,1,prob_escape,0.0034118472,2
0.0,0.0034118472,1,prob_escape,0.0034118472,2
0.5884,0.13233434,1,prob_escape,0.45606565,2
0.4012,0.13233434,1,prob_escape,0.26886564,2
0.2019,0.13233434,1,prob_escape,0.06956567,2
0.1253,0.13233434,1,prob_escape,0.0070343316,2
0.03524,0.13233434,1,prob_escape,0.09709434,2
0.03272,0.13233434,1,prob_escape,0.09961434,2
0.1628,0.0034278948,1,prob_escape,0.1593721,2
0.0,0.0034278948,1,prob_escape,0.0034278948,2
0.0,0.0034278948,1,prob_escape,0.0034278948,2
0.204,0.0049887854,1,prob_escape,0.1990112,2
0.08539,0.0049887854,1,prob_escape,0.08040122,2
0.0,0.0049887854,1,prob_escape,0.0049887854,2
0.3514,0.063293,1,prob_escape,0.28810698,2
0.06561,0.063293,1,prob_escape,0.0023169965,2
0.2299,0.063293,1,prob_escape,0.16660699,2
0.01102,0.063293,1,prob_escape,0.052273,2
0.1124,0.003914441,1,prob_escape,0.108485565,2
0.07411,0.003914441,1,prob_escape,0.07019556,2
0.01674,0.003914441,1,prob_escape,0.012825559,2
0.03145,0.003914441,1,prob_escape,0.027535558,2
0.05944,0.003914441,1,prob_escape,0.05552556,2
0.0002094,0.003914441,1,prob_escape,0.003705041,2
0.0,0.003914441,1,prob_escape,0.003914441,2
0.0297,0.003914441,1,prob_escape,0.025785558,2
0.08112,0.003914441,1,prob_escape,0.07720556,2
0.06653,0.0038895358,1,prob_escape,0.06264046,2
0.0,0.0038895358,1,prob_escape,0.0038895358,2
0.0,0.0038895358,1,prob_escape,0.0038895358,2
0.3199,0.07158241,1,prob_escape,0.2483176,2
0.2152,0.07158241,1,prob_escape,0.1436176,2
0.2889,0.07158241,1,prob_escape,0.21731758,2
0.236,0.07158241,1,prob_escape,0.1644176,2
0.3202,0.07158241,1,prob_escape,0.24861759,2
0.332,0.07158241,1,prob_escape,0.26041758,2
0.3066,0.07158241,1,prob_escape,0.2350176,2
0.3124,0.07158241,1,prob_escape,0.2408176,2
0.1611,0.07158241,1,prob_escape,0.08951759,2
0.0,0.07158241,1,prob_escape,0.07158241,2
0.1028,0.07158241,1,prob_escape,0.03121759,2
0.001881,0.07158241,1,prob_escape,0.0697014,2
0.08753,0.07158241,1,prob_escape,0.015947595,2
0.0,0.07158241,1,prob_escape,0.07158241,2
0.07161,0.07158241,1,prob_escape,2.759695e-05,2
0.1261,0.07158241,1,prob_escape,0.054517597,2
0.0,0.07158241,1,prob_escape,0.07158241,2
0.0,0.07158241,1,prob_escape,0.07158241,2
0.02451,0.07158241,1,prob_escape,0.047072407,2
0.0,0.07158241,1,prob_escape,0.07158241,2
0.03335,0.07158241,1,prob_escape,0.03823241,2
0.02856,0.07158241,1,prob_escape,0.04302241,2
0.08706,0.07158241,1,prob_escape,0.01547759,2
0.007914,0.07158241,1,prob_escape,0.06366841,2
0.4132,0.08876558,1,prob_escape,0.3244344,2
0.4215,0.08876558,1,prob_escape,0.3327344,2
0.08861,0.08876558,1,prob_escape,0.00015557557,2
0.06965,0.08876558,1,prob_escape,0.019115575,2
0.09667,0.08876558,1,prob_escape,0.007904425,2
0.0,0.08876558,1,prob_escape,0.08876558,2
0.08298,0.0036101525,1,prob_escape,0.07936985,2
0.0,0.0036101525,1,prob_escape,0.0036101525,2
0.0,0.0036101525,1,prob_escape,0.0036101525,2
0.09473,0.0032978498,1,prob_escape,0.09143215,2
0.06136,0.0032978498,1,prob_escape,0.05806215,2
0.0,0.0032978498,1,prob_escape,0.0032978498,2
0.1048,0.004530339,1,prob_escape,0.10026966,2
0.07442,0.004530339,1,prob_escape,0.06988966,2
0.07222,0.004530339,1,prob_escape,0.06768966,2
0.1833,0.004530339,1,prob_escape,0.17876966,2
0.06928,0.004530339,1,prob_escape,0.06474966,2
0.1587,0.004530339,1,prob_escape,0.15416966,2
0.03914,0.004530339,1,prob_escape,0.03460966,2
0.05524,0.004530339,1,prob_escape,0.05070966,2
0.0,0.004530339,1,prob_escape,0.004530339,2
0.03681,0.004530339,1,prob_escape,0.03227966,2
0.001014,0.004530339,1,prob_escape,0.003516339,2
0.0,0.004530339,1,prob_escape,0.004530339,2
0.0347,0.004530339,1,prob_escape,0.03016966,2
0.06832,0.004530339,1,prob_escape,0.06378966,2
0.0,0.004530339,1,prob_escape,0.004530339,2
0.0,0.004530339,1,prob_escape,0.004530339,2
0.0,0.004530339,1,prob_escape,0.004530339,2
0.001966,0.004530339,1,prob_escape,0.002564339,2
0.07275,0.0046809893,1,prob_escape,0.06806901,2
0.08167,0.0046809893,1,prob_escape,0.07698901,2
0.05887,0.0046809893,1,prob_escape,0.05418901,2
0.0,0.0046809893,1,prob_escape,0.0046809893,2
0.01447,0.0046809893,1,prob_escape,0.0097890105,2
0.04935,0.0046809893,1,prob_escape,0.04466901,2
0.002845,0.0046809893,1,prob_escape,0.0018359893,2
0.0,0.0046809893,1,prob_escape,0.0046809893,2
0.0,0.0046809893,1,prob_escape,0.0046809893,2
0.03497,0.0021929191,1,prob_escape,0.032777082,2
0.0,0.0021929191,1,prob_escape,0.0021929191,2
0.0,0.0021929191,1,prob_escape,0.0021929191,2
0.3385,0.055689666,1,prob_escape,0.28281033,2
0.2028,0.055689666,1,prob_escape,0.14711034,2
0.297,0.055689666,1,prob_escape,0.24131033,2
0.2617,0.055689666,1,prob_escape,0.20601034,2
0.0,0.055689666,1,prob_escape,0.055689666,2
0.1221,0.055689666,1,prob_escape,0.06641033,2
0.05263,0.055689666,1,prob_escape,0.0030596666,2
0.1324,0.055689666,1,prob_escape,0.07671034,2
0.06265,0.055689666,1,prob_escape,0.006960336,2
0.0377,0.055689666,1,prob_escape,0.017989665,2
0.02738,0.055689666,1,prob_escape,0.028309666,2
0.01285,0.055689666,1,prob_escape,0.04283967,2
0.01226,0.055689666,1,prob_escape,0.043429665,2
0.146,0.006563451,1,prob_escape,0.13943654,2
0.02903,0.006563451,1,prob_escape,0.02246655,2
0.0,0.006563451,1,prob_escape,0.006563451,2
0.03272,0.006563451,1,prob_escape,0.026156548,2
0.0,0.006563451,1,prob_escape,0.006563451,2
0.0,0.006563451,1,prob_escape,0.006563451,2
0.07332,0.003604511,1,prob_escape,0.06971549,2
0.0,0.003604511,1,prob_escape,0.003604511,2
0.0,0.003604511,1,prob_escape,0.003604511,2
0.03969,0.003604511,1,prob_escape,0.036085486,2
0.008478,0.003604511,1,prob_escape,0.004873489,2
0.01135,0.003604511,1,prob_escape,0.0077454895,2
0.129,0.004631096,1,prob_escape,0.1243689,2
0.0,0.004631096,1,prob_escape,0.004631096,2
0.005509,0.004631096,1,prob_escape,0.0008779038,2
0.0,0.004631096,1,prob_escape,0.004631096,2
0.1139,0.0046962393,1,prob_escape,0.109203756,2
0.08082,0.0046962393,1,prob_escape,0.07612376,2
0.08964,0.0046962393,1,prob_escape,0.08494376,2
0.01714,0.0046962393,1,prob_escape,0.01244376,2
0.006961,0.0046962393,1,prob_escape,0.002264761,2
0.0,0.0046962393,1,prob_escape,0.0046962393,2
0.0,0.0046962393,1,prob_escape,0.0046962393,2
0.0,0.0046962393,1,prob_escape,0.0046962393,2
0.01917,0.0046962393,1,prob_escape,0.0144737605,2
0.0,0.0046962393,1,prob_escape,0.0046962393,2
0.001373,0.0046962393,1,prob_escape,0.0033232393,2
0.001308,0.0046962393,1,prob_escape,0.0033882393,2
0.4267,0.15383083,1,prob_escape,0.27286917,2
0.495,0.15383083,1,prob_escape,0.34116918,2
0.2042,0.15383083,1,prob_escape,0.050369173,2
0.1526,0.15383083,1,prob_escape,0.001230821,2
0.09571,0.15383083,1,prob_escape,0.058120824,2
0.08657,0.15383083,1,prob_escape,0.067260824,2
0.82,0.5330633,5,prob_escape,0.2869367,2
0.3812,0.5330633,5,prob_escape,0.1518633,2
0.1268,0.5330633,5,prob_escape,0.4062633,2
0.9294,0.836876,7,prob_escape,0.09252405,2
0.5496,0.836876,7,prob_escape,0.28727597,2
0.2581,0.836876,7,prob_escape,0.578776,2
0.5162,0.0891027,3,prob_escape,0.42709732,2
0.1503,0.0891027,3,prob_escape,0.061197296,2
0.0122,0.0891027,3,prob_escape,0.0769027,2
0.8316,0.78591764,6,prob_escape,0.04568237,2
0.7272,0.78591764,6,prob_escape,0.058717668,2
0.4931,0.78591764,6,prob_escape,0.29281765,2
0.9868,0.92897797,6,prob_escape,0.05782205,2
1.0,0.92897797,6,prob_escape,0.07102203,2
0.7211,0.92897797,6,prob_escape,0.207878,2
0.8926,0.795592,6,prob_escape,0.09700799,2
0.7521,0.795592,6,prob_escape,0.04349202,2
0.399,0.795592,6,prob_escape,0.39659202,2
0.8184,0.64400953,5,prob_escape,0.1743905,2
0.665,0.64400953,5,prob_escape,0.02099049,2
0.1227,0.64400953,5,prob_escape,0.52130955,2
0.9609,0.8283986,6,prob_escape,0.13250142,2
0.8384,0.8283986,6,prob_escape,0.010001421,2
0.5433,0.8283986,6,prob_escape,0.2850986,2
0.8749,0.85482717,7,prob_escape,0.020072818,2
0.8318,0.85482717,7,prob_escape,0.023027182,2
0.476,0.85482717,7,prob_escape,0.37882715,2
0.8189,0.4765239,5,prob_escape,0.34237608,2
0.4589,0.4765239,5,prob_escape,0.017623901,2
0.1477,0.4765239,5,prob_escape,0.32882392,2
0.6499,0.26923156,5,prob_escape,0.38066846,2
0.06065,0.26923156,5,prob_escape,0.20858157,2
0.7019,0.49955896,5,prob_escape,0.20234105,2
0.5611,0.49955896,5,prob_escape,0.06154105,2
0.1591,0.49955896,5,prob_escape,0.34045896,2
0.9481,0.70679426,7,prob_escape,0.24130571,2
0.8249,0.70679426,7,prob_escape,0.11810571,2
0.3786,0.70679426,7,prob_escape,0.32819426,2
0.6409,0.180316,4,prob_escape,0.460584,2
0.2823,0.180316,4,prob_escape,0.101983994,2
0.0,0.180316,4,prob_escape,0.180316,2
0.9544,0.72111297,7,prob_escape,0.23328704,2
0.7832,0.72111297,7,prob_escape,0.06208706,2
0.4602,0.72111297,7,prob_escape,0.26091295,2
0.2589,0.055266265,3,prob_escape,0.20363373,2
0.06713,0.055266265,3,prob_escape,0.011863735,2
0.02671,0.055266265,3,prob_escape,0.028556265,2
0.8125,0.8332431,7,prob_escape,0.020743072,2
0.6134,0.8332431,7,prob_escape,0.21984309,2
0.1687,0.8332431,7,prob_escape,0.6645431,2
1.0,0.9935456,7,prob_escape,0.006454408,2
0.9921,0.9935456,7,prob_escape,0.0014455914,2
1.0,0.9935456,7,prob_escape,0.006454408,2
0.4023,0.1355778,3,prob_escape,0.2667222,2
0.04555,0.1355778,3,prob_escape,0.090027794,2
0.0,0.1355778,3,prob_escape,0.1355778,2
0.9105,0.49107412,5,prob_escape,0.41942587,2
0.5355,0.49107412,5,prob_escape,0.044425875,2
0.1259,0.49107412,5,prob_escape,0.3651741,2
0.983,0.9187758,7,prob_escape,0.06422418,2
0.7897,0.9187758,7,prob_escape,0.12907583,2
0.593,0.9187758,7,prob_escape,0.3257758,2
0.746,0.42451632,5,prob_escape,0.32148367,2
0.4362,0.42451632,5,prob_escape,0.011683673,2
0.1514,0.42451632,5,prob_escape,0.27311632,2
0.6677,0.4604011,4,prob_escape,0.2072989,2
0.3611,0.4604011,4,prob_escape,0.0993011,2
0.08312,0.4604011,4,prob_escape,0.37728107,2
0.9037,0.7819204,5,prob_escape,0.12177962,2
0.8124,0.7819204,5,prob_escape,0.03047961,2
0.398,0.7819204,5,prob_escape,0.38392037,2
1.0,0.8686279,7,prob_escape,0.1313721,2
0.8503,0.8686279,7,prob_escape,0.018327892,2
0.5431,0.8686279,7,prob_escape,0.3255279,2
0.09351,0.0047686333,1,prob_escape,0.08874137,2
0.1532,0.0047686333,1,prob_escape,0.14843136,2
0.1952,0.0047686333,1,prob_escape,0.19043136,2
0.0,0.0047686333,1,prob_escape,0.0047686333,2
0.0,0.0047686333,1,prob_escape,0.0047686333,2
0.08349,0.0047686333,1,prob_escape,0.07872137,2
0.0,0.0047686333,1,prob_escape,0.0047686333,2
0.01166,0.0047686333,1,prob_escape,0.006891367,2
0.03679,0.0047686333,1,prob_escape,0.032021366,2
0.6416,0.23208396,4,prob_escape,0.40951604,2
0.1513,0.23208396,4,prob_escape,0.08078396,2
0.08846,0.23208396,4,prob_escape,0.14362396,2
0.2966,0.12635314,3,prob_escape,0.17024687,2
0.1529,0.12635314,3,prob_escape,0.02654685,2
0.01836,0.12635314,3,prob_escape,0.10799314,2
0.8109,0.63904476,5,prob_escape,0.17185521,2
0.5922,0.63904476,5,prob_escape,0.04684478,2
0.3244,0.07463527,3,prob_escape,0.24976474,2
0.1142,0.07463527,3,prob_escape,0.039564736,2
0.0005277,0.07463527,3,prob_escape,0.074107565,2
0.1185,0.0035878045,1,prob_escape,0.1149122,2
0.08468,0.0035878045,1,prob_escape,0.08109219,2
0.0,0.0035878045,1,prob_escape,0.0035878045,2
0.9547,0.95849705,7,prob_escape,0.0037970543,2
0.9934,0.95849705,7,prob_escape,0.03490293,2
0.9827,0.95849705,7,prob_escape,0.024202943,2
0.1501,0.0040192828,1,prob_escape,0.1460807,2
0.1387,0.0040192828,1,prob_escape,0.13468072,2
0.0,0.0040192828,1,prob_escape,0.0040192828,2
0.03003,0.0040192828,1,prob_escape,0.026010716,2
0.0,0.0040192828,1,prob_escape,0.0040192828,2
0.0,0.0040192828,1,prob_escape,0.0040192828,2
0.8443,0.6066897,4,prob_escape,0.23761028,2
0.6334,0.6066897,4,prob_escape,0.026710331,2
0.2481,0.6066897,4,prob_escape,0.3585897,2
0.9329,0.7885449,6,prob_escape,0.14435512,2
0.7723,0.7885449,6,prob_escape,0.016244888,2
0.4479,0.7885449,6,prob_escape,0.3406449,2
0.9944,0.8671735,5,prob_escape,0.12722653,2
0.7752,0.8671735,5,prob_escape,0.09197348,2
0.5998,0.8671735,5,prob_escape,0.2673735,2
0.5525,0.25226167,4,prob_escape,0.30023834,2
0.2132,0.25226167,4,prob_escape,0.039061666,2
0.09316,0.25226167,4,prob_escape,0.15910167,2
0.8925,0.76703554,6,prob_escape,0.12546444,2
0.7472,0.76703554,6,prob_escape,0.019835532,2
0.8553,0.6430113,6,prob_escape,0.21228874,2
0.6542,0.6430113,6,prob_escape,0.0111887455,2
0.348,0.6430113,6,prob_escape,0.29501128,2
0.8175,0.5079259,6,prob_escape,0.30957407,2
0.457,0.5079259,6,prob_escape,0.05092594,2
0.0,0.5079259,6,prob_escape,0.5079259,2
0.8652,0.79255813,7,prob_escape,0.07264185,2
0.7744,0.79255813,7,prob_escape,0.018158138,2
0.2951,0.79255813,7,prob_escape,0.49745813,2
0.7663,0.36728373,5,prob_escape,0.3990163,2
0.4606,0.36728373,5,prob_escape,0.09331626,2
0.05756,0.36728373,5,prob_escape,0.30972373,2
0.9383,0.6847712,6,prob_escape,0.25352883,2
0.6462,0.6847712,6,prob_escape,0.03857118,2
0.3184,0.6847712,6,prob_escape,0.36637118,2
0.6175,0.17803513,4,prob_escape,0.43946487,2
0.1213,0.17803513,4,prob_escape,0.05673513,2
0.03253,0.17803513,4,prob_escape,0.14550513,2
0.5726,0.23298812,4,prob_escape,0.3396119,2
0.289,0.23298812,4,prob_escape,0.056011885,2
0.0,0.23298812,4,prob_escape,0.23298812,2
0.8037,0.7043495,6,prob_escape,0.09935045,2
0.5828,0.7043495,6,prob_escape,0.12154955,2
0.1963,0.7043495,6,prob_escape,0.5080495,2
0.9108,0.76721674,6,prob_escape,0.14358324,2
0.6513,0.76721674,6,prob_escape,0.11591673,2
0.383,0.76721674,6,prob_escape,0.38421676,2
0.9629,0.8488952,4,prob_escape,0.11400479,2
1.0,0.8488952,4,prob_escape,0.15110481,2
0.9366,0.8488952,4,prob_escape,0.08770484,2
0.1158,0.004092714,1,prob_escape,0.111707285,2
0.04728,0.004092714,1,prob_escape,0.043187283,2
0.0,0.004092714,1,prob_escape,0.004092714,2
0.0,0.004092714,1,prob_escape,0.004092714,2
0.004677,0.004092714,1,prob_escape,0.0005842862,2
0.0,0.004092714,1,prob_escape,0.004092714,2
0.8639,0.47601485,5,prob_escape,0.38788515,2
0.3956,0.47601485,5,prob_escape,0.08041486,2
0.1295,0.47601485,5,prob_escape,0.34651485,2
0.2649,0.01675104,2,prob_escape,0.24814896,2
0.0,0.01675104,2,prob_escape,0.01675104,2
0.008104,0.01675104,2,prob_escape,0.0086470395,2
0.253,0.020887677,2,prob_escape,0.23211232,2
0.05461,0.020887677,2,prob_escape,0.033722322,2
0.01793,0.020887677,2,prob_escape,0.0029576775,2
0.9849,0.83687013,7,prob_escape,0.14802986,2
0.745,0.83687013,7,prob_escape,0.09187013,2
0.382,0.83687013,7,prob_escape,0.45487013,2
0.5975,0.24128786,4,prob_escape,0.35621217,2
0.2359,0.24128786,4,prob_escape,0.0053878576,2
0.005654,0.24128786,4,prob_escape,0.23563385,2
0.6945,0.42368987,5,prob_escape,0.27081016,2
0.3116,0.42368987,5,prob_escape,0.11208987,2
0.0836,0.42368987,5,prob_escape,0.34008986,2
0.1432,0.003533104,1,prob_escape,0.13966689,2
0.03937,0.003533104,1,prob_escape,0.035836898,2
0.06251,0.003533104,1,prob_escape,0.058976896,2
0.3414,0.063522525,3,prob_escape,0.27787748,2
0.05242,0.063522525,3,prob_escape,0.011102524,2
0.0,0.063522525,3,prob_escape,0.063522525,2
0.9608,0.88217854,6,prob_escape,0.07862145,2
0.675,0.88217854,6,prob_escape,0.20717853,2
1.0,0.87198055,6,prob_escape,0.12801945,2
0.8733,0.87198055,6,prob_escape,0.001319468,2
0.7144,0.87198055,6,prob_escape,0.15758055,2
0.5607,0.29022646,5,prob_escape,0.27047354,2
0.07587,0.29022646,5,prob_escape,0.21435645,2
0.07801,0.29022646,5,prob_escape,0.21221647,2
0.7758,0.39666408,5,prob_escape,0.3791359,2
0.4323,0.39666408,5,prob_escape,0.03563592,2
0.1257,0.39666408,5,prob_escape,0.2709641,2
0.7664,0.42668474,4,prob_escape,0.33971524,2
0.4412,0.42668474,4,prob_escape,0.014515251,2
0.04297,0.42668474,4,prob_escape,0.38371474,2
0.2671,0.023103377,2,prob_escape,0.24399664,2
0.0,0.023103377,2,prob_escape,0.023103377,2
0.002012,0.023103377,2,prob_escape,0.021091377,2
0.5882,0.32111466,4,prob_escape,0.2670853,2
0.2378,0.32111466,4,prob_escape,0.08331466,2
0.01031,0.32111466,4,prob_escape,0.31080467,2
0.8601,0.4491224,5,prob_escape,0.41097757,2
0.4642,0.4491224,5,prob_escape,0.015077591,2
0.08616,0.4491224,5,prob_escape,0.3629624,2
0.2204,0.017515179,2,prob_escape,0.20288482,2
0.07331,0.017515179,2,prob_escape,0.055794824,2
0.04379,0.017515179,2,prob_escape,0.026274823,2
0.9704,0.7638933,6,prob_escape,0.20650667,2
0.7091,0.7638933,6,prob_escape,0.0547933,2
0.3845,0.7638933,6,prob_escape,0.3793933,2
0.9301,0.7012421,7,prob_escape,0.22885793,2
0.8127,0.7012421,7,prob_escape,0.111457884,2
0.4092,0.7012421,7,prob_escape,0.29204208,2
0.8961,0.7959668,7,prob_escape,0.10013318,2
0.5908,0.7959668,7,prob_escape,0.20516682,2
0.826,0.68953854,5,prob_escape,0.13646144,2
0.5422,0.68953854,5,prob_escape,0.14733851,2
0.347,0.68953854,5,prob_escape,0.34253854,2
0.3834,0.09843644,3,prob_escape,0.28496355,2
0.08474,0.09843644,3,prob_escape,0.01369644,2
0.001403,0.09843644,3,prob_escape,0.09703344,2
0.1105,0.0034636145,1,prob_escape,0.10703639,2
0.1451,0.0034636145,1,prob_escape,0.14163639,2
0.01006,0.0034636145,1,prob_escape,0.0065963855,2
0.0,0.0034636145,1,prob_escape,0.0034636145,2
0.06222,0.0034636145,1,prob_escape,0.058756385,2
0.0518,0.0034636145,1,prob_escape,0.048336387,2
0.9428,0.9100919,7,prob_escape,0.03270811,2
0.9954,0.9100919,7,prob_escape,0.085308135,2
0.8204,0.9100919,7,prob_escape,0.08969188,2
0.9982,0.89873755,6,prob_escape,0.09946245,2
0.9372,0.89873755,6,prob_escape,0.03846246,2
0.669,0.89873755,6,prob_escape,0.22973752,2
0.7695,0.37852007,4,prob_escape,0.39097995,2
0.4311,0.37852007,4,prob_escape,0.05257994,2
0.1475,0.37852007,4,prob_escape,0.23102008,2
0.07776,0.004693038,1,prob_escape,0.073066965,2
0.0,0.004693038,1,prob_escape,0.004693038,2
0.0176,0.004693038,1,prob_escape,0.012906962,2
0.7138,0.38177818,5,prob_escape,0.33202183,2
0.3901,0.38177818,5,prob_escape,0.008321822,2
0.122,0.38177818,5,prob_escape,0.25977817,2
0.9551,0.7818785,7,prob_escape,0.17322153,2
0.7543,0.7818785,7,prob_escape,0.027578473,2
0.5579,0.7818785,7,prob_escape,0.22397846,2
0.2644,0.018527413,2,prob_escape,0.24587259,2
0.05495,0.018527413,2,prob_escape,0.036422588,2
0.0,0.018527413,2,prob_escape,0.018527413,2
0.5054,0.18503982,3,prob_escape,0.32036018,2
0.1777,0.18503982,3,prob_escape,0.0073398203,2
0.0,0.18503982,3,prob_escape,0.18503982,2
0.8703,0.88645303,7,prob_escape,0.016153038,2
0.8745,0.88645303,7,prob_escape,0.011953056,2
0.5612,0.88645303,7,prob_escape,0.325253,2
0.6265,0.24746296,4,prob_escape,0.37903705,2
0.2657,0.24746296,4,prob_escape,0.018237054,2
0.07398,0.24746296,4,prob_escape,0.17348295,2
0.6324,0.32431895,4,prob_escape,0.30808103,2
0.326,0.32431895,4,prob_escape,0.0016810596,2
0.09607,0.32431895,4,prob_escape,0.22824895,2
0.7884,0.6118272,5,prob_escape,0.1765728,2
0.3794,0.6118272,5,prob_escape,0.23242718,2
0.131,0.6118272,5,prob_escape,0.4808272,2
0.267,0.03949738,2,prob_escape,0.22750261,2
0.0494,0.03949738,2,prob_escape,0.009902623,2
0.01465,0.03949738,2,prob_escape,0.024847379,2
0.01503,0.004513242,1,prob_escape,0.010516759,2
0.044,0.004513242,1,prob_escape,0.03948676,2
0.01935,0.004513242,1,prob_escape,0.014836758,2
0.1315,0.004513242,1,prob_escape,0.12698676,2
0.0,0.004513242,1,prob_escape,0.004513242,2
0.0,0.004513242,1,prob_escape,0.004513242,2
0.005423,0.004513242,1,prob_escape,0.00090975827,2
0.0,0.004513242,1,prob_escape,0.004513242,2
0.04894,0.004513242,1,prob_escape,0.044426758,2
0.0,0.004513242,1,prob_escape,0.004513242,2
0.01835,0.004513242,1,prob_escape,0.013836758,2
0.04746,0.004513242,1,prob_escape,0.04294676,2
1.0,0.76015407,4,prob_escape,0.23984593,2
0.9783,0.76015407,4,prob_escape,0.2181459,2
0.9455,0.76015407,4,prob_escape,0.18534595,2
0.9943,0.90750694,7,prob_escape,0.086793065,2
0.9774,0.90750694,7,prob_escape,0.06989306,2
0.6319,0.90750694,7,prob_escape,0.27560693,2
0.9837,0.758551,7,prob_escape,0.22514898,2
0.8534,0.758551,7,prob_escape,0.09484899,2
0.4482,0.758551,7,prob_escape,0.310351,2
0.9729,0.73687345,5,prob_escape,0.23602653,2
0.8604,0.73687345,5,prob_escape,0.12352657,2
0.4002,0.73687345,5,prob_escape,0.33667344,2
0.114,0.004024839,1,prob_escape,0.10997516,2
0.04687,0.004024839,1,prob_escape,0.04284516,2
0.06515,0.004024839,1,prob_escape,0.06112516,2
0.1543,0.004024839,1,prob_escape,0.15027517,2
0.1799,0.004024839,1,prob_escape,0.17587517,2
0.1578,0.004024839,1,prob_escape,0.15377517,2
0.03445,0.004024839,1,prob_escape,0.03042516,2
0.03437,0.004024839,1,prob_escape,0.030345162,2
0.007892,0.004024839,1,prob_escape,0.0038671605,2
0.0,0.004024839,1,prob_escape,0.004024839,2
0.03943,0.004024839,1,prob_escape,0.03540516,2
0.0,0.004024839,1,prob_escape,0.004024839,2
0.0,0.004024839,1,prob_escape,0.004024839,2
0.0222,0.004024839,1,prob_escape,0.01817516,2
0.0,0.004024839,1,prob_escape,0.004024839,2
0.05822,0.004024839,1,prob_escape,0.05419516,2
0.0,0.004024839,1,prob_escape,0.004024839,2
0.01608,0.004024839,1,prob_escape,0.0120551605,2
0.06354,0.004024839,1,prob_escape,0.059515156,2
0.001038,0.004024839,1,prob_escape,0.002986839,2
0.9241,0.85690093,7,prob_escape,0.06719905,2
0.8101,0.85690093,7,prob_escape,0.04680091,2
0.4253,0.85690093,7,prob_escape,0.43160093,2
